Titulo,Predecesor,Sucesor,Nacimiento,Fallecimiento,Causa de muerte,Sepultura,Nacionalidad,Educado en,Ocupación,Empleador,Rama militar,Conflictos,Partido político,Distinciones
Jesse Helms,B. Everett Jordan,Elizabeth Dole,18 de octubre de 1921 Monroe (Estados Unidos),4 de julio de 2008  (86 años)Raleigh (Estados Unidos),Demencia,Historic Oakwood Cemetery,Estadounidense,Universidad de Wake ForestEscuela primariaWingate University,"Periodista, político, oficial militar, banquero y ejecutivo",Willis SmithAlton Lennon,Armada de los Estados Unidos,Segunda Guerra Mundial,Partido RepublicanoPartido Demócrata,Orden de las Tres EstrellasTruman-Reagan Medal of Freedom (2001)Orden de la Nube Propicia (2002)
